Raison Sociale,site_id,FAIT,category,TEXTE FRANÇAIS,TEXTE  ANGLAIS,PHOTO,Longitude,Latitude,Ville,,Type,Sous-type,Ligne adresse 1,NumÈro,ComplÈment numÈro,Type de voie,Voie,Ligne adresse 3,Boite postale,Code postal,,Bureau distributeur,Indicateur cÈdex,CÈdex,TÈlÈphone,Mail,Adresse Web,,,
Ermitage Saint LÈger,,,,,,,5.048243,43.546458,Saint Chamas,,cdt:Monument,Ermitage,,,,Passage,Saint LÈger,,,13250,,ST CHAMAS,non,,04 90 50 90 54,tourisme-saintchamas@orange.fr,,,,
Le Phare,,,,,,,5.549764,43.218326,Cassis,,cdt:Monument,Phare,,,,,,,,13260,,CASSIS,non,,00 00 00 00 00,,,,,
Lavoir de la Grande Fontaine,,,,,,,5.064385,43.609895,Grans,,cdt:Monument,Lavoir,,,,Rue,Aristide Briand,,,13450,,GRANS,non,,04 90 55 88 92,otgrans@orange.fr,,,,
Ch‚teau du Duc de Guise,,,,,,,5.0368005,43.7917436,Orgon,,cdt:Monument,Ch‚teau-fort,,,,,,,,13660,,ORGON,non,,04 90 73 09 54,,,,,
Les portes anciennes,,,,,,,5.0368005,43.7917436,Orgon,,cdt:Monument,Porte,,,,,,,,13660,,ORGON,non,,04 90 73 09 54,,,,,
Eglise Saint CÈsaire,,,,,,,5.159646,43.495338,Berre l'Etang,,cdt:Monument,Eglise,,,,Rue,De la rÈpublique,,,13130,,BERRE L'ETANG,non,,04 42 85 41 18,,,,,
Fort Saint Nicolas et fort d'Entrecasteaux,,,,,,,5.360826,43.292242,,,cdt:Monument,Patrimoine divers,,2,,Boulevard,Charles Livon,,,13001,,MARSEILLE,non,,04 91 59 23 56,,,,,"Le fort Saint-Nicolas est un fort surplombant le port de Marseille. Il a été édifié de 1660 à 1664 par le chevalier de Clerville sur ordre de Louis XIV afin de mater l’esprit d’indépendance de la ville de Marseille.
Le fort Saint-Nicolas a été classé Monument historique par arrêté du 14 janvier 1969.Afin de reprendre en main la gestion de la ville de Marseille, le duc de Mercœur, gouverneur de la Provence, fait nommer consul Lazare de Vento seigneur de la Baume par lettres patentes d’octobre 1657. Les deux autres consuls étaient Boniface Pascal et Joseph Fabre. Sous prétexte de défendre la ville contre les pirates mais surtout pour être agréables à Mercœur, les consuls décident d’armer aux frais de la ville la galère du chevalier de Vendôme, fils du duc de Mercœur. Cette décision provoque une vive opposition à la tête de laquelle figurait Gaspard de Glandevès de Niozelles. Des émeutes agitent la ville ; Niozelles et ses partisans s’emparent de l’hôtel de ville qui est repris par les troupes du gouverneur entrées dans la ville dans la nuit du 18 au 19 juillet 1658. En octobre 1658 les partisans de Niozelles remportent les élections qui sont cassées par le roi. Louis XIV ordonne aux chefs de l’opposition de venir le trouver. L’entrevue a lieu à Paris le 6 janvier 1659, mais ensuite les incidents se multiplient. Henri de Forbin-Maynier, baron d’Oppède, président du parlement de Provence estime que seule une intervention personnelle du roi est indispensable pour soumettre Marseille et propose cette solution à Mazarin. L’occasion est fournie par un grave incident. Gouvernelle, lieutenant des gardes de Mercœur, fut chargé de porter à Niozelles une nouvelle convocation à la Cour. Ce document portant la signature du roi lui est arraché et lacéré. L’intervention du roi devenait inévitable devant une telle rébellion. De la côte basque où il venait de signer le traité des Pyrénées, Louis XIV, accompagné de Mazarin, de la reine mère et de la Cour, se rend à Toulouse, Beaucaire, Tarascon ; il est à Arles le 13 janvier 1660 et à Aix-en-Provence le 18 janvier 1660.
Le 19 janvier 1660, le roi Louis XIV adressait une lettre au duc de Mercœur, gouverneur de Provence, précisant sa décision d’envoyer des troupes sur Marseille afin d’empêcher la continuation des désordres. Cette lettre était accompagnée d’une instruction qui prescrivait à Mercœur plusieurs obligations dont la construction d’une citadelle « en l’endroit de ladite ville qui sera jugé le plus propre »5. Ce projet avait été suggéré à Mazarin par le duc de Mercœur et Henri de Forbin-Maynier, baron d’Oppède. Mazarin envoya à Marseille le célèbre ingénieur militaire, le chevalier Louis Nicolas de Clerville, qu’il avait fait venir exprès de Nancy. Clerville procéda en premier lieu au choix de l’implantation qui devait permettre à la fois la surveillance de la ville mais également sa protection contre une attaque en provenance de la mer. Clerville écarta la colline Saint-Charles car trop éloignée du rivage pour permettre un ravitaillement par mer. Il retint donc l’emplacement actuel, derrière l’abbaye de Saint Victor et dont l’étendue était suffisante « pour y maintenir pour jamais l’autorité du roi » »6. Cet emplacement était de plus doté d’une fontaine d’eau douce qui figure sur les anciennes cartes.
Mazarin ne se rangea pas immédiatement à cet avis et envoya à Marseille le maréchal du Plessis-Praslin pour avoir une autre opinion. Celui-ci aurait préféré une implantation à l’endroit où se trouve actuellement le palais du Pharo, mais se rangea ensuite à l’avis du chevalier de Clerville."
Eglise Saint-Pierre-Ës-Liens d'Aurons,,,,,,,5.149453,43.672184,Aurons,,cdt:Monument,Eglise,,,,Place,Louis Estienne,,,13121,,AURONS,non,,04 90 55 63 02,,,,,
Village de La Barben,,,,,,,5.193726,43.625407,La Barben,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13330,,LA BARBEN,non,,04 90 55 18 89,,,,,
Chapelle des PÈnitents Blancs,,,,,,,5.6042904,43.1740354,La Ciotat,,cdt:Monument,Chapelle,,,,Place,Du ThÈ‚tre,,,13600,,LA CIOTAT,non,,04 42 71 43 82,,,,,
Four banal,,,,,,,4.855685,43.8820059,Ch‚teaurenard,,cdt:Monument,Patrimoine divers,,19,,Rue,Jentelin,Centre ancien,,13160,,CHATEAURENARD,non,,04 90 24 25 50,,,,,
Beffroi ou tour de l'Horloge,,,,,,,5.070856,43.562503,Cornillon Confoux,,cdt:Monument,Tour - beffroi - campanile,,,,Place,De l'Èglise,,13250,13250,,CORNILLON CONFOUX,non,,04 90 50 43 17,otcornillonconfoux@free.fr,,,,
Clocher Triangulaire,,,,,,,5.570111,43.291521,Aubagne,,cdt:Monument,Tour - beffroi - campanile,,,,Place,Joseph Rau,,,13400,,AUBAGNE,non,,04 42 03 49 98,,,,,
…glise Saint Laurent Imbert,,,,,,,5.202194,43.416745,Marignane,,cdt:Monument,Eglise,,2,,Rue,Pierre Mayan,Quartier les Fontinelles,,13700,,MARIGNANE,non,,04 42 31 34 14,,,,,
CheminÈe de l'usine ‡ fer,,,,,,,5.549764,43.218326,Cassis,,cdt:Monument,Patrimoine divers,CarriÈre du Bestouan,,,,,,,13260,,CASSIS,non,,0,,,,,
Croix du PoËte,,,,,,,4.798794,43.823348,Maillane,,cdt:Monument,Chemin de croix - croix,,,,Route,De St RÈmy,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Les croix,,,,,,,5.0368005,43.7917436,Orgon,,cdt:Monument,Chemin de croix - croix,,,,,,,,13660,,ORGON,non,,04 90 73 09 54,,,,,
Le Village de Cadolive,,,,,,,5.545145,43.396208,Cadolive,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13950,,CADOLIVE,non,,04 42 04 63 18,,http://www.mairie-cadolive.com,,,
Croix Roumieu,,,,,,,4.8455372,43.8398561,Eyragues,,cdt:Monument,Chemin de croix - croix,,,,Avenue,Du 11 novembre,,,13630,,EYRAGUES,non,,04 90 92 84 47,,,,,
La Porte du MillÈnaire,,,,,,,5.569317,43.294231,Aubagne,,cdt:Monument,Monument divers,,,,Place,Du 14 Juillet,,,13400,,AUBAGNE,non,,00 00 00 00 00,,,,,
Rempart et Tour CarrÈe,,,,,,,5.159646,43.495338,Berre l'Etang,,cdt:Monument,Remparts,,,,,,,,13130,,BERRE L'ETANG,non,,04 42 74 93 00,,,,,
Ch‚teau de la Penne,,,,,,,5.154376,43.64194,PÈlissanne,,cdt:Monument,Ch‚teau,,,,Route,D'Aurons,,,13330,,PELISSANNE,non,,04 90 55 15 55,,,,,
Oppidum de St Pierre les Martigues,,,,,,,5.052591,43.3689,Martigues,,cdt:Site,Site archÈologique divers,Saint Pierre,,,,,,,13500,,MARTIGUES,non,,04 42 41 61 35,,,,,
Palais LumiËre,,,,,,,5.61837,43.187076,La Ciotat,,cdt:Monument,HÙtel particulier,Ch‚teau du Clos des Plages,,,AllÈe,LumiËre,,,13600,,LA CIOTAT,non,,04 42 08 61 32,,,,,
Le jet d'eau,,,,,,,4.9454803,43.5212157,Istres,,cdt:Monument,Patrimoine divers,Etang de l'Olivier,,,,,,,13800,,ISTRES,non,,04 42 55 50 00,,,,,
L'Urgonien,,,,,,,5.0368005,43.7917436,Orgon,,cdt:Site,Site archÈologique divers,,,,,,,,13660,,ORGON,non,,04 90 73 09 54,,,,,
Croix des Valettes,,,,,,,4.797248840332031,43.839201058363194,Maillane,,cdt:Monument,Chemin de croix - croix,,Petite,,Route,D'Eyragues,,,13910,,MAILLANE,non,,04 32 61 93 86,ot.maillane@wanadoo.fr,http://www.maillane.fr,,,
Pont Flavien,,,,,,,5.039007,43.550739,Saint Chamas,,cdt:Monument,Pont,,,,CD,10,,,13250,,ST CHAMAS,non,,04 90 50 90 54,tourisme-saintchamas@orange.fr,,,,
Lavoir de la Grand Font,,,,,,,5.155915,43.709955,Alleins,,cdt:Monument,Lavoir,,,,Rue,Du 14 Juillet,,,13980,,ALLEINS,non,,04 90 59 37 05,,,,,
Oratoire Notre-Dame-de-Gr‚ce,,,,,,,4.781454,43.832612,Maillane,,cdt:Monument,Oratoire,,,,Cours,Jeanne d'Arc,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Oratoire Saint-Roch,,,,,,,4.806736,43.637112,Saint Martin de Crau,,cdt:Monument,Oratoire,,,,Place,LÈon Michaud,,,13310,,SAINT MARTIN DE CRAU,non,,04 90 47 98 40,,,,,
HÙtel de la Tour de Brau,,,,,,,4.794614,43.7431394,Les Baux de Provence,,cdt:Monument,HÙtel particulier,,,,Rue,Du Trencat,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 55 56,message@chateau-baux-provence.com,http://www.chatesu-baux-provence.com,,,
Niches de Marie Madeleine,,,,,,,4.855685,43.8820059,Ch‚teaurenard,,cdt:Monument,Patrimoine divers,,,,,,Centre ville,,13160,,CHATEAURENARD,non,,04 90 24 25 50,,,,,
Village de la Penne sur Huveaune,,,,,,,5.515523,43.28251,La Penne sur Huveaune,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13713,,LA PENNE SUR HUVEAUNE,non,,04 91 88 44 00,,http://www.mairie-lapennesurhuveaune.fr,,,
Croix du Mas du Juge,,,,,,,4.798794,43.823348,Maillane,,cdt:Monument,Chemin de croix - croix,,,,Route,De St RÈmy,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Passage du Canal de Craponne par PÈlissanne,,,,,,,5.193726,43.625407,PÈlissanne,,cdt:Monument,Canal historique,,,,,,,,13330,,PELISSANNE,non,,04 90 55 15 55,,,,,
Monument aux morts,,,,,,,4.855685,43.8820059,Ch‚teaurenard,,cdt:Monument,Monument aux morts,,,,,,,,13160,,CHATEAURENARD,non,,04 90 24 25 50,,,,,
Oratoire du Mas du Cast,,,,,,,4.782098,43.832349,Maillane,,cdt:Monument,Oratoire,,,,,,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Tombeau de FrÈdÈric Mistral,,,,,,,4.782098,43.832349,Maillane,,cdt:Monument,MausolÈe,,,,,,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Chapelle Saint-Martin du Sonnailler,,,,,,,5.149453,43.672184,Aurons,,cdt:Monument,Chapelle,,,,Chemin,Du Petit Sonnailler,,,13121,,AURONS,non,,04 90 55 15 55,,,,,
Statue de Calendal,,,,,,,5.535895,43.213122,Cassis,,cdt:Monument,Patrimoine divers,,,,Promenade,Aristide Briand,,,13260,,CASSIS,non,,00 00 00 00 00,,,,,
Les oratoires,,,,,,,5.0368005,43.7917436,Orgon,,cdt:Monument,Oratoire,,,,,,,,13660,,ORGON,non,,04 90 73 09 54,,,,,
Ch‚teau du Castelas,,,,,,,5.149453,43.672184,Aurons,,cdt:Monument,Ch‚teau,,,,Rue,Du Castellas,,,13121,,AURONS,non,,04 90 55 15 55,,,,,
Village de Peypin,,,,,,,5.577664,43.384419,Peypin,,cdt:Site,Village perchÈ - village pittoresque,,,,,,,,13124,,PEYPIN,non,,04 42 82 55 55,,http://www.peypin.fr,,,
Murs d'enceinte et le Ch‚teau,,,,,,,5.577675,43.384486,Peypin,,cdt:Monument,Remparts,,,,,,,,13124,,PEYPIN,non,,04 42 82 55 55,,http://www.peypin.fr,,,
Source d'Adane,,,,,,,5.193726,43.625407,La Barben,,cdt:Monument,Patrimoine divers,,,,Route,De la Source,,,13330,,LA BARBEN,non,,04 90 55 15 55,,,,,
Ancienne chapelle st Honorat,,,,,,,4.8535862,43.8803699,Ch‚teaurenard,,cdt:Monument,Chapelle,,,,Rue,Du Moulin,,,13160,,CHATEAURENARD,non,,04 90 24 25 50,,,,,
Oratoire de la Vierge de Massabielle,,,,,,,4.773688316345215,43.83122980437515,Maillane,,cdt:Monument,Oratoire,,Campagne,,,Dumas,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Ikaria,,,,,,,5.070856,43.562503,Cornillon Confoux,,cdt:Monument,Patrimoine divers,,,,,,Place de l'Èglise,13250,13250,,CORNILLON CONFOUX,non,,04 90 50 43 17,otcornillonconfoux@free.fr,,,,
Presqu'Óle de Port-Miou/ Sentier du Petit Prince,,,,,,,5.53712,43.215134,Cassis,,cdt:Site,Route - Voie historique,,,,,Quartier de Port-Miou,,,13260,,CASSIS,non,,00 00 00 00 00,,,,,
Grottes du Castelas,,,,,,,5.149453,43.672184,Aurons,,cdt:Site,Grotte archÈologique,,,,Rue,Du Castelas,,,13121,,AURONS,non,,04 90 55 15 55,,,,,
Cours Victor Hugo (tour d'angle de l'enceinte),,,,,,,5.155915,43.709955,Alleins,,cdt:Monument,Place - cours,,,,Cours,Victor Hugo,,,13980,,ALLEINS,non,,04 90 59 37 05,,,,,
Chapelle Notre Dame de PitiÈ,,,,,,,4.903657,43.880789,Noves,,cdt:Monument,Chapelle,Colline du Puech,,,,,,,13550,,NOVES,non,,04 90 92 90 43,,http://www.noves.com,,,
HÙtel de Bausset,,,,,,,5.568751,43.292867,Aubagne,,cdt:Monument,HÙtel particulier,,3,,Rue,Laget,,,13400,,AUBAGNE,non,,04 42 03 49 98,,,,,
Centre ancien de Grans,,,,,,,5.0647985,43.6087611,Grans,,cdt:Site,Village perchÈ - village pittoresque,Office de Tourisme,,,Boulevard,Victor Jauffret,,,13450,,GRANS,non,,04 90 55 88 92,otgrans@orange.fr,,,,
Site archÈologique de Saint-Laurent de Cabardel,,,,,,,5.193726,43.625407,PÈlissanne,,cdt:Site,Site archÈologique divers,,,,,,,,13330,,PELISSANNE,non,,04 90 55 15 55,,,,,
27-mai-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remparts et portes mÈdiÈvales,,,,,"After having crossed Goudes, a lunar road which leads to a incoyable place. An end of the world.",,4.899817,43.874912,Noves,,cdt:Monument,Remparts,,,,,,,,13550,,NOVES,non,,04 90 92 90 43,,http://www.noves.com,,,
Chapelle Saint-Joseph (ancienne chapelle Saint-Nicolas),,,,,,,5.213843,43.422983,Marignane,,cdt:Monument,Chapelle,,,,Rue,Du Souvenir FranÁais,,,13700,,MARIGNANE,non,,04 42 88 60 69,,,,,
Moulin Saint-Paul,,,,,,,5.155915,43.709955,Alleins,,cdt:Monument,Moulin,,,,RD,71a,,,13980,,ALLEINS,non,,04 90 59 37 05,,,,,
Mairie de Cornillon Confoux,,,,,,,5.070856,43.562503,Cornillon Confoux,,cdt:Monument,Ch‚teau,,,,,,,,13250,,CORNILLON CONFOUX,non,,04 90 50 43 17,otcornillonconfoux@free.fr,,,,
Oratoires,,,,,,,4.855685,43.8820059,Ch‚teaurenard,,cdt:Monument,Oratoire,,,,,,,,13160,,CHATEAURENARD,non,,04 90 24 25 50,ot@chateaurenard.com,,,,
Oratoire Notre Dame,,,,,,,4.903228,43.878763,Noves,,cdt:Monument,Oratoire,,,,Avenue,Agricol Viala,,,13550,,NOVES,non,,04 90 92 90 43,,,,,
Croix de Saint-Jean,,,,,,,4.7822242,43.837734,Maillane,,cdt:Monument,Chemin de croix - croix,,,,Route,De Graveson,Quartier Saint Jean,,13910,,MAILLANE,non,,04 32 61 93 86,ot.maillane@wanadoo.fr,http://www.maillane.fr,,,
Maison du Roy,,,,,,,4.79608,43.745451,Les Baux de Provence,,cdt:Monument,Maison,,,,Rue,Porte Mage,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 34 39,tourisme@lesbauxdeprovence.com,http://www.lesbauxdeprovence.com,,,
Ancien Portail Cousset,,,,,,,5.155915,43.709955,Alleins,,cdt:Monument,Porte,,,,Avenue,Du MarÈchal Juin,,,13980,,ALLEINS,non,,04 90 59 37 05,,,,,
Chapelle des PÈnitents Gris,,,,"Cette rue s'appelait autrefois « montée de l'observatoire ». En effet au sommet de cette rue les jésuites possédaient un bâtiment appelé « maison de Sainte Croix » dans lequel ils installèrent en 1702, grâce à l'appui de Pierre Gassendi, un observatoire qui est dirigé par le père Laval puis, à partir de 1729, par le père Esprit Pezenas. Dans cette « maison de Sainte Croix » étaient aussi enseignées les langues orientales, d'où son nom de « collège des quatre langues ». Après l'expulsion des jésuites, cet observatoire devient l'observatoire royal de la marine et Guillaume de Saint-Jacques de Silvabelle remplace le père Pezenas.",,,5.149281,43.631124,PÈlissanne,,cdt:Monument,Chapelle,,,,Rue,Georges Clemenceau,,,13330,,PELISSANNE,non,,04 90 55 15 55,,,,,
Chapelle Sainte Catherine,,,,,,,4.795495,43.743887,Les Baux de Provence,,cdt:Monument,Chapelle,,,,,,,,13520,,LES BAUX DE PROVENCE,non,,04 90 54 55 56,message@chateau-baux-provence.com,http://www.chateau-baux-provence.com,,,
Eglise Notre Dame de Beauvoir,,,,,,,4.945827,43.526782,Istres,,cdt:Monument,Eglise,Centre ancien,,,,,,,13800,,ISTRES,non,,04 42 55 00 72,,,,,
La Maison de Celle qui Peint,,,,,,,5.604011,43.34875,Roquevaire,,cdt:Site,Place - Cours,Pont de l'Etoile,,,,,,,13717,,ROQUEVAIRE,non,,04 42 04 25 32,accueil@oti-paysdaubagne.com,http://jacqui-residence-atn.blogspot.com,,,
Croix Blanche,,,,,,,4.786348342895508,43.830316524772414,Maillane,,cdt:Monument,Chemin de croix - croix,,,,Route,Du Mas de BÈrard,,,13910,,MAILLANE,non,,04 32 61 93 86,ot.maillane@wanadoo.fr,http://www.maillane.fr,,,
Ancien HÙtel de Ville,,,,,,,5.149706,43.630229,PÈlissanne,,cdt:Monument,Edifice administratif,,,,Place,Cabardel,,,13330,,PELISSANNE,non,,04 90 55 11 87,,,,,
Le Platane d'Aurons,,,,,,,5.155957,43.66455,Aurons,,cdt:Monument,Monument divers,,,,Place,Louis Estienne,,,13121,,AURONS,non,,04 90 55 63 02,,,,,
Phare du Cap Couronne,,,,,,,5.053091,43.32555,Martigues,,cdt:Monument,Phare,,,,,,,,13500,,MARTIGUES,non,,04 42 42 31 10,,,,,
Les lavoirs de Cornillon Confoux,,,,,,,5.070856,43.562503,Cornillon Confoux,,cdt:Monument,Lavoir,,,,,,,,13250,,CORNILLON CONFOUX,non,,04 90 50 43 17,otcornillonconfoux@free.fr,,,,
Porte Gachiou,,,,,,,5.568906,43.293177,Aubagne,,cdt:Monument,Porte,,,,Rue,Gachiou,,,13400,,AUBAGNE,non,,04 42 03 49 98,accueil@oti-paysdaubagne.com,http://www.oti-paysdaubagne.com,,,
Eglise Saint-Pierre-Ës-liens,,,,,,,5.04946,43.612554,Grans,,cdt:Monument,Eglise,Place de l'Eglise,,,,,,,13450,,GRANS,non,,04 90 55 88 92,otgrans@orange.fr,,,,
Fontaine du PÈlican,,,,,,,5.149714,43.630243,PÈlissanne,,cdt:Monument,Fontaine,,,,Place,Cabardel,,,13330,,PELISSANNE,non,,04 90 55 15 55,,,,,
Le mur d'abeilles,,,,,,,5.070856,43.5625026,Cornillon Confoux,,cdt:Monument,Patrimoine divers,,,,,,,,13250,,CORNILLON CONFOUX,non,,04 90 50 43 17,otcornillonconfoux@free.fr,,,,
Oratoire Sainte Marthe,,,,,,,4.777384,43.830681,Maillane,,cdt:Monument,Oratoire,,,,Chemin,Ste Marthe,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Moulin communal,,,,,,,4.781454,43.832612,Maillane,,cdt:Monument,Moulin,,,,Cours,Jeanne d'Arc,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Chapelle Notre Dame de la Garde,,,,,,,5.5934494,43.1692446,La Ciotat,,cdt:Monument,Chapelle,,,,Chemin,Notre Dame de la Garde,,,13600,,LA CIOTAT,non,,04 42 71 43 82,,,,,
Place Roux de Brignoles ‡ PÈlissanne,,,,,,,5.150567,43.631049,PÈlissanne,,cdt:Site,Place - Cours,,,,Place,Roux de Brignoles,,,13330,,PELISSANNE,non,,04 90 55 11 52,,,,,
Croix du JubilÈ,,,,,,,4.773087501525879,43.850916094915945,Maillane,,cdt:Monument,Chemin de croix - croix,,,,Place,De l'Eglise,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Ancien hÙpital (Le Roudelet),,,,,,,4.782098,43.832349,Maillane,,cdt:Monument,HÙpital (monument historique),,,,,,,,13910,,MAILLANE,non,,04 32 61 93 86,,,,,
Rue FrÈdÈric Mistral,,,,,,,5.155915,43.709955,Alleins,,cdt:Monument,Place - cours,,,,Rue,FrÈdÈric Mistral,,,13980,,ALLEINS,non,,04 90 59 37 05,,,,,
Chapelle Saint Michel,,,,,,,5.250172,43.361893,Le Rove,,cdt:Monument,Chapelle,,,,,,,,13740,,LE ROVE,non,,04 91 46 80 00,,,,,
Casernes Kilmaine,,,,,,,4.662387,43.802323,Tarascon,,cdt:Monument,Caserne,,,,Boulevard,Victor Hugo,,,13150,,TARASCON,non,,04 90 91 03 52,tourisme@tarascon.org,http://www.tarascon.fr,,,
Ancien couvent des Ursulines,,,,,,,4.660349,43.806319,Tarascon,,cdt:Monument,Couvent,,49,,Rue,Monge,,,13150,,TARASCON,non,,04 90 91 03 52,,,,,
Chapelle de la PersÈvÈrance,,,,,,,4.658761,43.80556,Tarascon,,cdt:Monument,Chapelle,,11,,Rue,Proudhon,,,13150,,TARASCON,non,,04 90 91 03 52,,,,,
Chapelle de Lansac,,,,,,,4.669597,43.766321,Tarascon,,cdt:Monument,Chapelle,,,,,,Lansac,,13150,,TARASCON,non,,04 90 91 03 52,,,,,
HÙtel Particulier de Laudun,,,,,,,4.655929,43.804925,Tarascon,,cdt:Monument,HÙtel particulier,,,,Place,Branly,,,13150,,TARASCON,non,,04 90 91 03 52,,http://www.tarascon.fr,,,
HÙtel des Monnaies,,,,,,,4.657238,43.805142,Tarascon,,cdt:Monument,HÙtel particulier,,,,Rue,Des Halles,,,13150,,TARASCON,non,,04 90 91 03 52,,,,,
Chapelle Saint Victor,,,,,,,4.680111,43.841569,Tarascon,,cdt:Monument,Chapelle,,,,Route,De Boulbon,,,13150,,TARASCON,non,,04 90 91 03 52,,,,,
Vestiges de l'ancienne Abbaye Saint-Honorat,,,,,,,4.655693,43.806288,Tarascon,,cdt:Monument,Abbaye,,,,Boulevard,Du Roi RenÈ,,,13150,,TARASCON,non,,04 90 91 03 52,,,,,
Rue MÈdiÈvale des Halles,,,,,,,4.657559,43.805699,Tarascon,,cdt:Monument,Place - cours,,,,Rue,Des Halles,,,13150,,TARASCON,non,,04 90 91 03 52,tourisme@tarascon.org,http://www.tarascon.fr,,,
HÙtel Particulier d'Aiminy,,,,,,,4.659555,43.804878,Tarascon,,cdt:Monument,HÙtel particulier,,39,,Rue,Charles DemÈry,,,13150,,TARASCON,non,,04 90 91 50 11,,http://www.souleiado.com,,,
Porte JarnËgues,,,,,,,4.657409,43.806411,Tarascon,,cdt:Monument,Porte,,,,Boulevard,Itam,,,13150,,TARASCON,non,,04 90 91 03 52,tourisme@tarascon.org,http://www.tarascon.fr,,,
MonastËre de la Visitation,,,,,,,4.657516,43.807976,Tarascon,,cdt:Monument,Couvent,,,,Boulevard,Joseph Desanat,,,13150,,TARASCON,non,,04 90 91 04 40,,,,,
Porte St Jean,,,,,,,4.660091,43.803407,Tarascon,,cdt:Monument,Porte,,,,Boulevard,Victor Hugo,,,13150,,TARASCON,non,,04 90 91 03 52,tourisme@tarascon.org,http://www.tarascon.fr,,,
L'Antre de la Tarasque,,,,,,,4.65771,43.805668,Tarascon,,cdt:Site,Quartier historique,,15,bis,Rue,Des Halles,,,13150,,TARASCON,non,,04 90 91 03 52,tourisme@tarascon.org,http://www.tarascon.org,,,
